PRACTICE_POSTCODE,Urgent_Count,Total_Count,Pressure_Index_Pct
EX392HW,285,6456,4.41
CR26AH,31,703,4.41
BA32QB,418,9468,4.41
WS41NA,70,1591,4.4
TN317JE,77,1750,4.4
TF28DP,386,8781,4.4
TA218LA,187,4254,4.4
BN443GG,243,5524,4.4
E79LW,313,7132,4.39
DE233TX,234,5336,4.39
YO177JP,133,3037,4.38
SN21AB,550,12562,4.38
GL155RF,490,11195,4.38
RH98AG,172,3933,4.37
WV164QT,44,1009,4.36
NG98DA,242,5554,4.36
LE72HA,247,5661,4.36
IG38XF,21,482,4.36
DY82AG,200,4585,4.36
CV470HF,226,5183,4.36
CB41DA,272,6233,4.36
WA58UG,300,6890,4.35
DA83HF,351,8077,4.35
RG109DN,137,3155,4.34
BS66RD,84,1935,4.34
BN68AR,145,3341,4.34
WA89UH,352,8131,4.33
CO152NB,249,5757,4.33
BB25LL,84,1941,4.33
IG45DF,37,857,4.32
IG38SU,56,1297,4.32
HU107AA,233,5396,4.32
DY139AE,394,9126,4.32
CR41BD,97,2245,4.32
BD195AP,63,1460,4.32
RM108QS,235,5453,4.31
RG27HE,569,13192,4.31
OX37BH,184,4272,4.31
OX128DJ,227,5268,4.31
E50LH,177,4111,4.31
DT36NQ,54,1253,4.31
CB88SX,515,11940,4.31
LS42HD,294,6842,4.3
LE53DF,227,5273,4.3
HA47DA,78,1812,4.3
EX46RY,21,488,4.3
DE223AD,245,5695,4.3
CW71AT,34,791,4.3
WN67PJ,389,9062,4.29
SK64HT,266,6196,4.29
RH193LH,71,1655,4.29
DN156HX,145,3378,4.29
DE216AH,250,5829,4.29
WA102DJ,256,5977,4.28
RH41QE,158,3693,4.28
DE224AU,311,7264,4.28
OL67SR,65,1523,4.27
OL37DD,53,1242,4.27
CH663PG,397,9305,4.27
RG75AH,60,1408,4.26
NN142RL,399,9366,4.26
NG57DJ,226,5310,4.26
HG50EQ,52,1222,4.26
DY139EE,107,2516,4.25
DN123JH,141,3315,4.25
B448TB,248,5837,4.25
WF12QJ,77,1814,4.24
SR81AL,549,12938,4.24
PE78DS,23,543,4.24
M155WD,114,2691,4.24
E114HX,267,6302,4.24
DE141JE,78,1840,4.24
CM59JJ,148,3492,4.24
BH48DT,206,4859,4.24
B807HR,53,1250,4.24
TQ109AL,77,1821,4.23
SK223ES,81,1915,4.23
RG248LT,374,8832,4.23
PE46NB,367,8681,4.23
NR172BN,96,2272,4.23
M251PZ,57,1348,4.23
LE32FS,102,2414,4.23
L15DL,341,8052,4.23
BB99TD,57,1347,4.23
B797JN,240,5668,4.23
TN233JJ,57,1350,4.22
S602SW,353,8362,4.22
PE114NJ,455,10778,4.22
DA74QX,79,1873,4.22
SP27RP,52,1234,4.21
SO304FQ,94,2232,4.21
SN81HF,49,1163,4.21
PO29HE,236,5604,4.21
PO200QE,50,1188,4.21
HD33NF,308,7322,4.21
DE231PX,452,10739,4.21
CO123JT,61,1448,4.21
B744AL,239,5677,4.21
YO112LQ,166,3957,4.2
WR141AJ,383,9123,4.2
SY120EP,36,858,4.2
RG213BZ,12,286,4.2
ME11DJ,354,8426,4.2
SW129HS,105,2508,4.19
S63TA,246,5873,4.19
BS78AE,286,6820,4.19
B504DA,68,1624,4.19
SE156ND,278,6649,4.18
OX161AP,310,7410,4.18
NG85GA,244,5837,4.18
IP13QJ,159,3808,4.18
BN115BH,190,4544,4.18
SY111RE,142,3414,4.16
NE236RA,984,23657,4.16
DY102AW,148,3555,4.16
DN312AW,399,9593,4.16
PO138AT,426,10260,4.15
LE131JZ,11,265,4.15
ST72AA,20,483,4.14
SK121RD,38,917,4.14
RG89AB,30,725,4.14
LE156BG,65,1569,4.14
CM82BJ,38,917,4.14
SK121EU,40,968,4.13
S366BR,451,10916,4.13
NE31DX,51,1234,4.13
M333ND,248,5998,4.13
LE30LP,195,4721,4.13
HP270AE,42,1017,4.13
FY85EP,959,23203,4.13
DY116LS,37,895,4.13
BB26AY,69,1672,4.13
B330HS,354,8562,4.13
TW33HW,289,7023,4.12
DY20LN,152,3687,4.12
DL37PL,779,18925,4.12
BB79SP,64,1553,4.12
BA24BQ,55,1336,4.12
NG162NH,33,803,4.11
EX82NH,226,5499,4.11
DN350AB,398,9690,4.11
DL78SE,50,1218,4.11
BS309QW,148,3599,4.11
TF26AG,750,18304,4.1
LU71AH,257,6274,4.1
DN110NS,415,10122,4.1
SE280ER,169,4132,4.09
PO160NX,209,5113,4.09
B263DX,174,4258,4.09
WS71AQ,367,8986,4.08
W1U1EQ,16,392,4.08
SY37DN,6,147,4.08
ST66BD,534,13075,4.08
PR15XE,29,711,4.08
M68FZ,56,1371,4.08
LS175AX,104,2548,4.08
BN25JR,219,5373,4.08
SW208PF,50,1230,4.07
SO454JA,87,2137,4.07
LS62AD,432,10606,4.07
LE52NN,161,3958,4.07
IP141DL,359,8813,4.07
BN251NT,223,5483,4.07
OX128DR,155,3819,4.06
BH211DU,56,1381,4.06
W129RB,67,1653,4.05
NR289BP,434,10715,4.05
DE78JD,595,14683,4.05
DE212DF,229,5657,4.05
CH457LX,222,5501,4.04
WN80PB,45,1117,4.03
BB50DE,100,2481,4.03
WF81AW,300,7462,4.02
SM60DE,140,3481,4.02
NE110BT,45,1120,4.02
LE47RT,163,4059,4.02
GU12RB,30,746,4.02
DY76AB,193,4797,4.02
DY48DJ,23,572,4.02
ST162LZ,554,13826,4.01
S739AA,164,4093,4.01
PO121ER,409,10193,4.01
NN100GP,236,5880,4.01
LS251DS,339,8455,4.01
CO12DL,187,4669,4.01
S715PN,183,4572,4.0
RG49SJ,47,1176,4.0
OL164HS,35,876,4.0
EN35PT,71,1776,4.0
B184HJ,134,3346,4.0
W21EJ,25,626,3.99
S118ZH,251,6296,3.99
OX286HT,84,2105,3.99
N41DY,184,4613,3.99
MK402TW,90,2256,3.99
DY90NW,74,1854,3.99
CA222AE,167,4190,3.99
TW182DE,112,2812,3.98
TN11LJ,43,1080,3.98
RM65NR,92,2314,3.98
NG43DQ,166,4170,3.98
MK419NS,292,7334,3.98
EX201DZ,190,4775,3.98
PE366DR,61,1535,3.97
DT47ED,461,11608,3.97
BD231ET,43,1084,3.97
SK101BP,38,959,3.96
HU114AA,427,10793,3.96
GL168AL,56,1415,3.96
CO12QX,12,303,3.96
ST78DA,403,10199,3.95
E105QE,151,3823,3.95
DE117GX,564,14272,3.95
SP103AA,77,1954,3.94
SO319HW,68,1728,3.94
SN32EZ,279,7081,3.94
S56NU,242,6135,3.94
IP141PJ,920,23369,3.94
HD61RY,124,3152,3.93
CV114BX,20,509,3.93
S87FB,80,2043,3.92
NR116AJ,270,6890,3.92
BS84HU,15,383,3.92
BN214LG,23,586,3.92
WS11QJ,68,1737,3.91
S211AL,256,6551,3.91
PL53AL,172,4398,3.91
NG138AE,88,2252,3.91
M270EJ,20,512,3.91
TN225DL,108,2769,3.9
MK402PN,12,308,3.9
KT100PF,24,616,3.9
BA16RT,51,1307,3.9
TF107LT,72,1850,3.89
SK44QG,441,11340,3.89
RM82DA,129,3314,3.89
PL65AQ,49,1259,3.89
PE304PR,102,2619,3.89
NN48DN,20,514,3.89
BA112LA,73,1877,3.89
PO62HA,79,2035,3.88
NR22PB,43,1107,3.88
LS260EG,27,696,3.88
SK143EH,110,2842,3.87
RH98NH,61,1575,3.87
LE167DX,102,2639,3.87
BA133EQ,41,1060,3.87
TQ26AS,27,699,3.86
GU170NW,26,673,3.86
E111HH,178,4607,3.86
CV376UB,14,363,3.86
SY11JB,438,11391,3.85
HP65JW,26,676,3.85
B322DY,52,1352,3.85
RM53PJ,176,4578,3.84
OL84SA,85,2211,3.84
NR270AX,69,1797,3.84
NR135LL,267,6948,3.84
NG182AF,251,6530,3.84
GU125QA,58,1510,3.84
TN279SB,28,732,3.83
SM38AN,36,939,3.83
S137JL,492,12851,3.83
LS236BT,355,9275,3.83
SW151LN,25,655,3.82
NW95EP,161,4218,3.82
MK403LH,140,3664,3.82
CB41DY,161,4216,3.82
NG35FF,21,551,3.81
LU61SE,355,9317,3.81
IP141HH,362,9506,3.81
OX129BU,27,711,3.8
NE462EQ,410,10814,3.79
DH90AB,245,6457,3.79
PR31NS,27,715,3.78
CW26PE,208,5498,3.78
GL127BX,52,1378,3.77
B987DP,8,212,3.77
WN40DH,174,4625,3.76
LA232EQ,24,639,3.76
GL502PL,31,824,3.76
E161LQ,192,5105,3.76
BL67AD,101,2684,3.76
W138JR,58,1546,3.75
SP47HD,194,5171,3.75
RG54UL,44,1175,3.74
HP13AF,27,722,3.74
DE39GH,22,588,3.74
TN288BS,96,2574,3.73
LS197SP,290,7770,3.73
LA77PP,32,857,3.73
HP30HJ,46,1234,3.73
SY35AH,51,1372,3.72
SP20HE,163,4387,3.72
NW12AA,49,1317,3.72
GU470PR,20,538,3.72
BN71XG,92,2474,3.72
GL102EE,73,1969,3.71
WS123EA,244,6596,3.7
NE348PL,98,2651,3.7
LS184DR,187,5058,3.7
CV116LG,865,23384,3.7
BS348UE,149,4023,3.7
WA141RZ,95,2575,3.69
TN11NU,31,840,3.69
SN160FB,248,6727,3.69
RG73YU,86,2328,3.69
N28AX,53,1435,3.69
WV107PY,11,299,3.68
SY131AD,598,16248,3.68
SS95UU,383,10406,3.68
SG89AA,39,1060,3.68
NG85DN,271,7373,3.68
B610AZ,38,1032,3.68
FY67JL,26,708,3.67
PO91UN,336,9171,3.66
LE113DU,14,382,3.66
SM60EU,138,3783,3.65
BD211SA,303,8294,3.65
B901UA,152,4169,3.65
WC1H8DG,64,1759,3.64
LS285BR,43,1180,3.64
BS106BB,281,7725,3.64
NG125JT,22,606,3.63
CW95DR,7,193,3.63
CV115HU,116,3193,3.63
CB238EH,42,1158,3.63
CA166XN,242,6666,3.63
B288TD,58,1599,3.63
SW99AU,382,10542,3.62
NE346RE,100,2766,3.62
DA75AH,53,1463,3.62
WD63BY,27,748,3.61
TQ27DU,40,1107,3.61
OL147AD,36,997,3.61
NN155BT,87,2412,3.61
NN108BL,462,12811,3.61
LS63AN,223,6179,3.61
HA26ND,191,5284,3.61
DE557BR,168,4650,3.61
BR68HU,42,1163,3.61
BD183AP,24,665,3.61
PO214TW,174,4838,3.6
LE36FD,49,1361,3.6
RH28BA,111,3093,3.59
RH101ND,38,1058,3.59
PR252YD,186,5175,3.59
KT169JU,13,362,3.59
GU47HN,399,11110,3.59
DA38PR,77,2145,3.59
CV311NH,267,7428,3.59
CT117DS,327,9100,3.59
W105NR,144,4026,3.58
TF93DD,124,3465,3.58
OL81QN,132,3690,3.58
NE387QZ,100,2795,3.58
EX327BT,51,1424,3.58
ST52UB,40,1122,3.57
PR252LB,46,1293,3.56
NG229PR,209,5879,3.56
CT147AY,148,4161,3.56
TS253QD,197,5557,3.55
TS181HX,68,1918,3.55
NW52TJ,99,2792,3.55
NE46UJ,117,3297,3.55
ME23HF,79,2227,3.55
GL205AB,26,732,3.55
CM120AR,30,844,3.55
BS59HT,39,1099,3.55
SY37FA,81,2287,3.54
WV13ER,461,13058,3.53
TA187BN,52,1473,3.53
DE130NU,71,2014,3.53
BA51SU,25,709,3.53
RG247HS,55,1562,3.52
DY33TA,118,3354,3.52
YO177JJ,59,1680,3.51
WA87GD,39,1110,3.51
WA139QW,92,2619,3.51
ST16BG,413,11754,3.51
OX201JF,30,855,3.51
NE95HB,19,542,3.51
HP92LS,10,285,3.51
BS82DJ,30,854,3.51
ST195DH,201,5756,3.49
S603PU,38,1089,3.49
PO409UT,55,1578,3.49
LE113AB,49,1406,3.49
L84PF,429,12275,3.49
KT27PW,19,544,3.49
IP242DT,86,2465,3.49
BD176JX,31,888,3.49
SW148DP,113,3255,3.47
PL311JW,193,5562,3.47
N211HS,41,1180,3.47
LE130TR,139,4001,3.47
TN48BH,99,2860,3.46
RG279GA,51,1473,3.46
PR58ES,129,3724,3.46
NG91BS,112,3237,3.46
NE236QQ,40,1156,3.46
HP92PZ,92,2658,3.46
WS121AG,230,6663,3.45
TF136EN,63,1826,3.45
PO76QA,32,928,3.45
PL68RP,87,2524,3.45
NE95BY,327,9492,3.45
HD58PZ,39,1131,3.45
WR37BT,458,13302,3.44
SN11RN,522,15194,3.44
NW73JR,80,2328,3.44
DN47HA,222,6458,3.44
BS84DS,40,1163,3.44
SK25AR,249,7264,3.43
PL277EA,104,3032,3.43
OX127LU,50,1459,3.43
NG43GY,17,495,3.43
HP65JP,43,1255,3.43
B629AB,91,2658,3.42
S214DN,118,3460,3.41
N112EL,14,411,3.41
LS117AB,359,10542,3.41
BD50PD,165,4838,3.41
WD77NQ,7,206,3.4
TR274BT,25,735,3.4
TS197LB,157,4630,3.39
NE404LZ,296,8736,3.39
LS103NG,190,5597,3.39
L232SF,23,678,3.39
HD50JE,55,1622,3.39
PO157AL,60,1773,3.38
PE296HH,36,1064,3.38
CV65BN,36,1065,3.38
BN15BF,30,887,3.38
SO318ER,67,1990,3.37
SN11JQ,121,3589,3.37
DL22AQ,109,3239,3.37
DH33PX,18,534,3.37
BS494NL,26,771,3.37
RG306AD,15,446,3.36
RG20EG,39,1159,3.36
NG105HU,373,11086,3.36
LS131LT,259,7717,3.36
DY103DL,38,1130,3.36
CM20EF,250,7431,3.36
TW34NH,43,1284,3.35
NW64HJ,40,1193,3.35
NG146FP,157,4688,3.35
DN159RN,151,4512,3.35
BN443YB,42,1253,3.35
S755HG,121,3627,3.34
S433UT,33,987,3.34
NE340PL,36,1077,3.34
DE236JJ,39,1168,3.34
L396SG,55,1653,3.33
WR114RE,103,3100,3.32
BH317PU,178,5368,3.32
PO169PP,25,756,3.31
ME11BD,33,998,3.31
GL517SA,280,8452,3.31
CW109BN,164,4960,3.31
HP157BB,41,1242,3.3
E176PU,193,5853,3.3
CV114FJ,87,2634,3.3
CR04PB,87,2634,3.3
CB13PA,26,789,3.3
BN15EG,30,910,3.3
TR184JH,27,821,3.29
LN95BL,177,5375,3.29
CA119GQ,50,1518,3.29
CW55RQ,28,853,3.28
GL72PP,9,276,3.26
GL528LR,45,1379,3.26
NN114BH,515,15826,3.25
CT102HY,28,861,3.25
BS65TZ,26,801,3.25
BN175JR,68,2091,3.25
IP53SL,24,741,3.24
HA52AA,7,216,3.24
TA63DG,72,2227,3.23
PL48PT,43,1331,3.23
NN96HS,121,3749,3.23
LE126JG,21,650,3.23
LA11NQ,16,495,3.23
SO518BZ,45,1404,3.21
HG11ED,42,1308,3.21
CH37AS,40,1247,3.21
BS483HA,27,842,3.21
TQ137DT,65,2034,3.2
RM187BS,120,3750,3.2
PE321AR,14,438,3.2
SE91JB,61,1915,3.19
PO198QF,8,251,3.19
L394QJ,21,658,3.19
CA48JF,14,439,3.19
SN153LD,29,911,3.18
RH43HR,11,346,3.18
ME168TR,87,2738,3.18
BH316DR,35,1101,3.18
B147NH,163,5133,3.18
NR93AB,34,1071,3.17
BR40HW,18,567,3.17
RH80PG,26,822,3.16
PL288BY,55,1741,3.16
N154AJ,73,2307,3.16
CR52BA,20,632,3.16
BS231TN,49,1553,3.16
WR101EQ,46,1459,3.15
PL219AB,42,1332,3.15
CV212SG,124,3934,3.15
BH93RE,167,5305,3.15
TR73DH,257,8186,3.14
RH67DJ,27,860,3.14
OX286AD,11,350,3.14
S706AB,263,8412,3.13
NE661TD,35,1118,3.13
GL73AP,19,608,3.13
CT68PZ,37,1183,3.13
CB88ET,42,1341,3.13
BH220JD,36,1152,3.13
BH148UB,61,1946,3.13
OX266LP,34,1090,3.12
NG25JE,92,2946,3.12
DE221FX,31,993,3.12
BS66RX,67,2146,3.12
SY66EE,357,11493,3.11
PO93HN,128,4115,3.11
L392AW,56,1802,3.11
BH49EF,51,1639,3.11
BB32RG,7,225,3.11
LS251EZ,30,967,3.1
CW124AN,48,1549,3.1
CB12LF,84,2710,3.1
CA117NH,49,1581,3.1
SO451WE,22,711,3.09
SG85NF,30,971,3.09
SE288RA,111,3592,3.09
RM155JQ,142,4598,3.09
HA55DX,25,811,3.08
PE12SJ,113,3679,3.07
S648PZ,208,6805,3.06
HD14LF,39,1274,3.06
PE111NX,110,3602,3.05
NN26NS,238,7815,3.05
HP39SQ,6,197,3.05
DE557JA,279,9162,3.05
OL102PP,40,1314,3.04
NG171BG,494,16234,3.04
SL71DD,8,264,3.03
WV146AA,208,6881,3.02
TF91AA,15,497,3.02
OL50PD,28,927,3.02
L188AG,93,3078,3.02
DA100BF,74,2447,3.02
B421TY,16,529,3.02
PO121PA,15,499,3.01
GU29ZD,46,1526,3.01
CA130HS,38,1264,3.01
OL99SB,42,1401,3.0
GU68RL,312,10395,3.0
YO232QQ,170,5688,2.99
SL69BT,29,971,2.99
DN25JA,280,9354,2.99
DN157RQ,35,1170,2.99
GU167HT,26,872,2.98
AL49RD,14,470,2.98
AL35NB,61,2048,2.98
WV67QH,16,541,2.96
ST62JB,262,8854,2.96
PE377DF,219,7392,2.96
NE290LZ,32,1082,2.96
YO126SF,66,2239,2.95
NG27RS,37,1255,2.95
HU192DZ,176,5974,2.95
EX238BU,50,1695,2.95
BS408RD,29,983,2.95
AL35BG,20,678,2.95
SW1P4AP,12,408,2.94
BR13PR,30,1021,2.94
TQ69SA,7,239,2.93
SN160BJ,70,2386,2.93
RG145JB,10,341,2.93
M456BF,16,547,2.93
LN139AQ,249,8497,2.93
KT59ET,93,3172,2.93
BH76BZ,43,1466,2.93
PL190FZ,4,137,2.92
BA99JF,37,1267,2.92
SL12AA,26,892,2.91
BD87LD,83,2856,2.91
B603EQ,68,2340,2.91
HA86QX,74,2553,2.9
HA49BN,47,1620,2.9
EX122LA,103,3546,2.9
SO314QH,206,7138,2.89
RG278NS,73,2530,2.89
PR71LB,23,795,2.89
NW96SH,17,588,2.89
GU99QL,24,831,2.89
BH89UG,12,415,2.89
LE89HB,18,625,2.88
IG62AD,48,1668,2.88
BR60NQ,35,1215,2.88
TN131LZ,18,628,2.87
HP79NU,41,1427,2.87
RG48JB,89,3110,2.86
RG217PU,15,524,2.86
PO122JR,24,840,2.86
BS105DX,39,1365,2.86
BN214LL,30,1048,2.86
SO456BH,25,876,2.85
LE97ND,48,1682,2.85
WV44DQ,164,5771,2.84
SO249AU,36,1268,2.84
OX331LZ,5,176,2.84
OX294LF,42,1477,2.84
M224FZ,88,3097,2.84
BS251JF,23,809,2.84
RG404JD,14,495,2.83
M206DF,21,743,2.83
KT147HP,22,778,2.83
MK183HF,13,461,2.82
LA50DT,7,248,2.82
CM170DN,186,6600,2.82
BB24DY,39,1384,2.82
BA133HB,9,319,2.82
SM53LB,126,4482,2.81
S639LQ,132,4695,2.81
PL277AH,30,1068,2.81
PE316AG,40,1426,2.81
SN169AX,30,1077,2.79
LU71HJ,31,1112,2.79
LE127AF,19,682,2.79
IG104HT,8,287,2.79
BS361JN,145,5203,2.79
B346QU,109,3900,2.79
NG347TW,364,13072,2.78
LE169QQ,198,7130,2.78
IP75AG,64,2300,2.78
IP11BT,383,13782,2.78
YO322PU,35,1264,2.77
TN91EY,125,4510,2.77
BB56PN,19,686,2.77
BA201PN,29,1052,2.76
WV46ED,3,109,2.75
WS98AJ,54,1964,2.75
TS201AA,14,510,2.75
E162DS,21,765,2.75
SK176EU,38,1388,2.74
PE71HA,39,1421,2.74
PE301LT,59,2155,2.74
WR111AW,22,805,2.73
TQ13TB,77,2824,2.73
CR51EB,26,954,2.73
OX29LG,49,1799,2.72
NG347PX,44,1626,2.71
CM166TN,118,4350,2.71
BS206EH,19,700,2.71
BL16AB,69,2551,2.7
B170HP,15,556,2.7
RG170NB,22,818,2.69
CW95EA,57,2117,2.69
TW118PF,28,1046,2.68
PO20HT,17,634,2.68
NR11LX,6,224,2.68
ME156LP,148,5551,2.67
L70LS,8,300,2.67
RG315HY,8,301,2.66
N194HT,36,1351,2.66
TN173EE,31,1169,2.65
TN131DH,7,264,2.65
SO427SR,15,565,2.65
NG92BB,48,1814,2.65
N182XZ,54,2040,2.65
M65FX,54,2034,2.65
GL501JS,45,1698,2.65
BR66EY,15,565,2.65
BB80BP,55,2077,2.65
SN101NN,26,985,2.64
B645BA,69,2610,2.64
B277UW,83,3145,2.64
L254RS,22,837,2.63
HR12JB,58,2202,2.63
HG41ES,23,875,2.63
LA185DP,40,1528,2.62
DE216ET,85,3240,2.62
BN85QE,23,881,2.61
LE86LN,174,6698,2.6
HG31JP,29,1115,2.6
DL78PQ,25,961,2.6
WA67DF,30,1157,2.59
HP202QL,27,1043,2.59
GL181AR,50,1933,2.59
EN89DG,95,3670,2.59
SK74PL,116,4489,2.58
OX37BL,21,818,2.57
KT190AA,22,856,2.57
BA17NB,16,623,2.57
CV324LJ,36,1404,2.56
YO422AR,58,2276,2.55
SM14HX,21,824,2.55
PO77RL,13,509,2.55
NR31RN,5,196,2.55
HU68JL,11,431,2.55
HD45RL,105,4115,2.55
S431AD,286,11279,2.54
NG198BB,54,2128,2.54
LE113NP,17,668,2.54
DL82AL,64,2522,2.54
PL254TR,259,10235,2.53
GU71JE,42,1660,2.53
GU13LF,11,434,2.53
B449SU,396,15640,2.53
BH188DN,21,832,2.52
IP51HX,127,5063,2.51
CV213BG,608,24241,2.51
CM71JP,82,3272,2.51
TS146HG,30,1198,2.5
TA13ES,93,3718,2.5
SP97FH,146,5858,2.49
SO155QJ,43,1729,2.49
B771PQ,470,18897,2.49
S434PH,104,4190,2.48
KT229HX,33,1331,2.48
DE44FB,144,5815,2.48
BA100ES,9,363,2.48
SL37TG,37,1499,2.47
RG73SY,49,1984,2.47
CO45AS,21,850,2.47
CT28BS,31,1259,2.46
TN306HT,34,1388,2.45
NE215NW,20,816,2.45
GL71RH,6,245,2.45
BS153DS,32,1304,2.45
TN120AH,13,532,2.44
N154ET,50,2052,2.44
GL74AQ,28,1147,2.44
CT161BD,187,7649,2.44
BH51LX,14,573,2.44
TN24JS,28,1153,2.43
OX117XT,46,1896,2.43
CH38JB,17,700,2.43
RG183AG,118,4887,2.41
ME121NL,36,1495,2.41
BH152BZ,41,1702,2.41
RG80SP,31,1293,2.4
PO191QS,26,1084,2.4
NG199AH,108,4495,2.4
BS311EB,42,1749,2.4
ST71LX,196,8218,2.39
OX145AG,44,1843,2.39
LN110EU,60,2506,2.39
TR12LL,39,1641,2.38
NG26HT,58,2442,2.38
CA11EB,45,1892,2.38
BS481TB,43,1808,2.38
OX143QX,17,718,2.37
HA26PN,64,2700,2.37
B650DX,82,3454,2.37
RM81YR,83,3515,2.36
PO332AD,6,254,2.36
KT92EP,13,550,2.36
EN87LA,42,1783,2.36
EN64HE,39,1654,2.36
BA111QS,28,1188,2.36
TR262SF,37,1572,2.35
TQ47SH,13,554,2.35
NW103JN,42,1784,2.35
W1D3HZ,10,427,2.34
IP68DH,229,9774,2.34
TN163BB,359,15466,2.32
SP27FD,177,7634,2.32
DL85BN,32,1382,2.32
BH151TP,11,475,2.32
SE16HD,3,130,2.31
DE217RH,235,10160,2.31
LS298DP,28,1217,2.3
E112AA,16,695,2.3
CM73HF,13,564,2.3
BD72LS,118,5130,2.3
B458SB,7,304,2.3
L86QP,29,1272,2.28
CW55BZ,11,482,2.28
CW47AP,26,1141,2.28
HU55JR,20,880,2.27
MK402RN,13,574,2.26
GL72NW,29,1281,2.26
YO304TN,118,5240,2.25
RM96AE,147,6527,2.25
KT198EX,46,2042,2.25
CO156QF,21,933,2.25
AL52RU,73,3245,2.25
NG116BN,9,401,2.24
WS136LL,92,4117,2.23
RH80AX,86,3863,2.23
LS299JB,23,1031,2.23
KT185NU,13,584,2.23
CR26AJ,12,537,2.23
WV59DP,25,1125,2.22
SO166QL,250,11281,2.22
IP42SH,25,1126,2.22
BN24EB,135,6087,2.22
DE61DT,163,7359,2.21
WD77LB,50,2277,2.2
GU248LZ,8,363,2.2
DY32PA,61,2770,2.2
LS299PA,15,687,2.18
L163NN,94,4309,2.18
IP139AH,23,1061,2.17
HU52UT,10,460,2.17
EX141AF,20,922,2.17
SK38PN,83,3844,2.16
WD79DE,12,559,2.15
SO518BY,34,1583,2.15
HA74HT,9,418,2.15
M409NL,199,9313,2.14
CH649XF,8,374,2.14
B675BS,76,3558,2.14
YO127QT,101,4734,2.13
HP42DJ,13,611,2.13
BB24DT,49,2300,2.13
YO266AR,57,2693,2.12
M45EE,111,5246,2.12
LE56PW,13,614,2.12
CO76HE,44,2079,2.12
SO419BR,24,1136,2.11
SL99AL,18,854,2.11
HA37LL,38,1798,2.11
WA34NQ,49,2328,2.1
HG15QU,16,762,2.1
DN345TW,66,3139,2.1
NW104AJ,71,3397,2.09
GU24AX,22,1052,2.09
SG52DY,5,240,2.08
SG13EA,21,1010,2.08
BS94LB,15,724,2.07
S182GN,31,1508,2.06
NW97AA,21,1019,2.06
HU67JG,37,1798,2.06
GL72DG,31,1504,2.06
GL542BP,29,1405,2.06
RM70PX,71,3459,2.05
SS156AZ,26,1276,2.04
DN208AS,11,540,2.04
IP122GA,65,3212,2.02
BD47QP,54,2668,2.02
HA52QQ,10,498,2.01
PE46QF,52,2598,2.0
NN95JA,15,751,2.0
KT121LL,11,553,1.99
HU139AY,19,957,1.99
DE119DA,90,4520,1.99
HX78AD,18,911,1.98
EX11SL,11,556,1.98
NG35DU,4,203,1.97
GL11DP,22,1114,1.97
DN401LR,38,1928,1.97
OX495BU,21,1073,1.96
SO427RD,16,821,1.95
SO321DS,30,1539,1.95
NW103RY,86,4425,1.94
DH31LR,231,11907,1.94
TN61DG,32,1660,1.93
GL88XB,46,2382,1.93
CB248QZ,15,776,1.93
BS226LJ,34,1761,1.93
DE143QZ,18,937,1.92
B761RF,20,1039,1.92
SG51BY,18,942,1.91
RG213ET,25,1307,1.91
PR45EB,25,1308,1.91
SE228BQ,18,945,1.9
DT117DU,124,6534,1.9
DN124AT,126,6615,1.9
B974LB,13,685,1.9
CB24EW,12,636,1.89
YO84PW,73,3888,1.88
HA48PD,16,853,1.88
BN108JR,62,3298,1.88
BH231QL,3,160,1.88
RH193AW,46,2465,1.87
LN11XP,18,961,1.87
PE84EJ,75,4028,1.86
IG50PN,104,5600,1.86
GL45UA,11,591,1.86
GL102QA,11,592,1.86
ME160DP,26,1402,1.85
IP119DS,30,1622,1.85
BD195AR,33,1784,1.85
WD50AZ,34,1861,1.83
WC1N1AG,24,1314,1.83
SE186EX,47,2562,1.83
WD173HE,10,550,1.82
N90TW,157,8650,1.82
PO88XJ,30,1654,1.81
WN22QA,122,6775,1.8
OL104LY,124,6906,1.8
BD87EP,72,4011,1.8
TQ139AD,3,168,1.79
S752AE,36,2009,1.79
NG24FE,73,4087,1.79
KT123ET,30,1673,1.79
RH67AB,69,3875,1.78
LS226NZ,27,1520,1.78
DT13WH,12,675,1.78
NG95EH,85,4812,1.77
CT31AA,27,1528,1.77
PL206DS,9,510,1.76
MK183HB,12,683,1.76
BN111HE,68,3883,1.75
RG457BF,8,461,1.74
KT25HE,34,1953,1.74
DY11LQ,70,4022,1.74
W1U8HW,8,462,1.73
TN48AS,12,695,1.73
ST148AZ,60,3462,1.73
BS161NU,18,1049,1.72
TN25TB,28,1651,1.7
TF119AU,8,471,1.7
TA11DG,30,1768,1.7
PO139LY,10,588,1.7
GU214AA,4,236,1.69
RH149QS,33,1969,1.68
N178FE,20,1188,1.68
TN163TJ,3,181,1.66
KT153HD,31,1872,1.66
EX143DR,8,482,1.66
B955BG,24,1443,1.66
W127LJ,8,487,1.64
NN81LP,65,3970,1.64
EX96RW,10,608,1.64
BH149ET,9,548,1.64
ST148AF,28,1718,1.63
LE675ET,26,1591,1.63
NG316TA,7,431,1.62
GL32DB,46,2876,1.6
SP103JY,14,888,1.58
SO164RF,150,9506,1.58
PE275BZ,21,1331,1.58
NG208TA,122,7741,1.58
WA144PJ,15,957,1.57
SL99HA,7,447,1.57
CA158AD,18,1144,1.57
W113HL,7,450,1.56
