PRACTICE_CODE,PRACTICE_POSTCODE,total_rows,total_cot,total_uda,avg_uda_per_cot,child_count,nonpaying_count,paying_count,band1,band2a,band2b,band2c,band3,urgent_count,free_count,reg11_count
V008619,LE2 1ND,76,3121,4739.6,1.52,23,23,30,12,12,12,7,12,12,6,3
V008620,BH24 1DZ,67,4576,7671.8,1.68,19,21,27,12,12,11,5,11,12,4,0
V008622,LE4 5ED,68,7091,14165.8,2.0,21,24,23,12,12,12,10,10,12,0,0
V008623,LE5 5FD,63,3396,10694.6,3.15,20,22,21,12,12,12,3,12,12,0,0
V008624,S45 9NS,254,17794,29311.8,1.65,71,81,102,48,48,48,8,37,48,16,1
V008625,WD24 6PJ,62,6127,11484.0,1.87,19,20,23,12,12,12,3,11,12,0,0
V008627,LE5 3DF,130,5273,10774.2,2.04,37,43,50,24,24,24,7,21,24,6,0
V008629,LE4 7RT,66,4059,8972.6,2.21,19,22,25,12,12,12,3,10,12,4,1
V008630,LE5 2NN,117,3958,8798.2,2.22,36,39,42,24,24,18,1,20,24,4,2
V008631,LE1 7RU,151,3797,6513.6,1.72,53,47,51,33,32,28,2,23,32,0,0
V008635,SM2 5PJ,24,227,787.6,3.47,0,22,2,4,4,4,2,4,5,1,0
V008636,LE5 1DR,73,4007,11468.2,2.86,23,23,27,12,12,12,9,11,12,5,0
V008637,LE5 4EL,71,7268,18096.4,2.49,21,22,28,12,12,12,5,11,12,6,1
V008638,LE2 0DT,73,5818,12579.4,2.16,21,23,29,12,12,12,7,12,12,4,2
V008639,LE5 0QG,73,13399,25225.0,1.88,22,23,28,12,12,12,9,12,12,2,1
V008641,SE8 3BN,70,3560,9936.8,2.79,22,21,27,12,12,12,6,12,12,3,1
V008644,LE2 2BE,44,485,1001.6,2.07,14,15,15,12,12,3,2,8,7,0,0
V008645,CR2 8JJ,71,5414,9460.6,1.75,21,23,27,12,12,12,8,11,12,3,1
V008647,LE4 6JH,66,7460,16440.6,2.2,22,20,24,12,12,12,4,12,12,2,0
V008648,LE5 4BQ,107,5055,10506.4,2.08,41,39,27,21,22,19,1,20,22,2,0
V008649,SE19 1SB,63,3024,5413.6,1.79,17,20,26,12,12,12,3,9,12,3,0
V008650,LE5 6PW,29,614,792.2,1.29,15,5,9,12,7,5,0,0,5,0,0
V008651,SO18 6BT,65,2186,3578.6,1.64,21,21,23,12,12,12,1,8,12,3,0
V008655,LE5 5HJ,63,6319,15456.2,2.45,20,20,23,12,12,12,1,12,12,1,1
V008657,LE2 6EG,70,14254,22991.2,1.61,23,22,25,12,12,12,8,12,12,2,0
V008659,CR0 2JH,64,3746,9197.6,2.46,19,23,22,12,12,12,6,10,12,0,0
V008662,LE2 7LN,82,4735,8653.4,1.83,34,22,26,16,17,16,7,12,12,2,0
V008664,LE2 1HL,91,4600,13345.0,2.9,25,31,35,18,23,18,6,12,12,2,0
V008666,SO16 9QX,90,11814,21735.8,1.84,30,27,33,12,12,12,7,12,12,8,3
V008670,IP12 1BL,42,1113,1968.2,1.77,17,12,13,10,8,6,4,5,7,2,0
V008671,S18 1PE,69,4794,8618.0,1.8,20,21,28,12,12,12,5,12,12,4,0
V008676,WD5 0BT,68,5787,13091.8,2.26,21,21,26,12,12,12,3,11,12,4,2
V008677,S21 1AL,73,6551,14058.0,2.15,23,23,27,12,12,12,9,12,12,3,1
V008678,WD3 1AN,66,2850,5796.8,2.03,17,21,28,12,12,12,7,7,12,4,0
V008679,SE9 3BB,65,4292,11137.2,2.59,23,22,20,12,12,12,5,12,12,0,0
V008681,HP23 4AB,62,2129,3086.6,1.45,17,20,25,12,12,11,4,9,12,2,0
V008683,BS31 2NB,99,4188,7386.2,1.76,30,32,37,22,24,17,0,14,22,0,0
V008684,WD3 7DE,8,24,35,1.46,6,0,2,4,4,0,0,0,0,0,0
V008686,WD24 5EP,70,7461,13865.6,1.86,21,24,25,12,12,12,9,12,12,1,0
V008688,BH25 6BZ,54,879,1448.2,1.65,16,16,22,12,12,9,1,7,12,1,0
V008689,BS40 6HF,42,1422,1922.0,1.35,23,15,4,10,8,10,0,6,4,4,0
V008694,DL6 1JG,21,28,104,3.71,8,8,5,4,3,6,0,6,0,0,1
V008695,BA2 6UL,111,7368,13340.6,1.81,26,44,41,20,22,20,7,15,18,4,4
V008697,DA15 8DG,66,9273,14206.2,1.53,20,20,26,12,12,12,2,12,12,3,1
V008698,DA14 6HH,64,3812,8318.0,2.18,20,20,24,12,12,12,0,12,12,3,0
V008701,DA16 3RA,143,10785,21567.4,2.0,39,44,60,24,24,24,15,21,23,6,5
V008702,DA16 3EB,72,10921,21267.8,1.95,22,22,28,12,12,12,8,12,12,4,0
V008706,DA16 1TY,67,1830,5783.8,3.16,20,22,25,12,12,12,5,12,11,3,0
V008708,DA16 1AX,72,7382,16057.4,2.18,21,23,28,12,12,12,8,12,12,3,1
V008709,DA16 2PL,59,2264,3563.4,1.57,18,20,21,12,12,12,0,10,12,1,0
V008710,DA15 9HG,72,8608,15848.6,1.84,20,23,29,12,12,12,7,12,12,4,1
V008712,DA15 8PG,52,1193,3005.2,2.52,18,15,19,12,12,7,0,9,12,0,0
V008716,DA5 2AL,31,515,1925.6,3.74,17,14,0,6,8,4,0,8,5,0,0
V008717,DA7 6HJ,73,2785,6625.4,2.38,21,24,28,12,12,12,9,12,12,4,0
V008720,DA7 5AH,55,1463,2483.2,1.7,16,17,22,12,12,10,3,7,11,0,0
V008721,DA6 8BS,65,6618,11861.4,1.79,21,20,24,12,12,12,4,12,12,1,0
V008725,DA1 4JL,70,6473,10503.6,1.62,22,21,27,12,12,12,6,12,12,3,1
V008727,WD17 3HE,29,550,705.8,1.28,14,11,4,10,7,1,0,5,6,0,0
V008728,DA8 3HF,72,8077,22212.0,2.75,23,24,25,12,12,12,9,12,12,3,0
V008731,CV23 8AP,21,294,700.2,2.38,0,21,0,4,4,4,1,4,4,0,0
V008734,WD3 4DE,57,2382,3672.0,1.54,18,19,20,12,12,11,0,10,12,0,0
V008736,LE11 4RZ,78,3492,6851.8,1.96,23,20,35,16,22,14,1,9,12,4,0
V008737,BA2 7AY,58,2905,5674.8,1.95,16,15,27,12,12,8,3,10,9,4,0
V008739,HA8 6QX,38,2553,3579.8,1.4,19,18,1,9,8,6,0,7,8,0,0
V008740,WD5 0AZ,46,1861,2488.8,1.34,20,15,11,12,11,7,0,5,11,0,0
V008745,PE1 2SJ,34,3679,8897.6,2.42,24,5,5,6,7,4,3,5,5,1,0
V008749,BR6 0NQ,37,1215,1719.0,1.41,22,14,1,9,8,5,1,6,7,0,0
V008756,BR1 3PR,20,1021,1787.0,1.75,20,0,0,4,4,4,0,4,4,0,0
V008757,WD24 5BH,71,10247,18109.4,1.77,22,22,27,12,12,12,7,12,12,4,0
V008758,BR6 8NL,15,82,454,5.54,4,0,11,3,0,6,6,0,0,0,0
V008760,CW5 5NX,81,1152,2429.4,2.11,34,21,26,16,16,16,3,9,14,6,1
V008764,CA13 0HS,37,1264,1707.6,1.35,18,16,3,11,8,5,0,5,8,0,0
V008768,OX11 8EL,60,1984,2987.6,1.51,16,20,24,12,12,11,4,8,12,1,0
V008770,WD3 5LH,65,3182,6526.0,2.05,22,19,24,12,12,11,6,12,12,0,0
V008773,WD18 0JY,21,95,135.4,1.43,6,5,10,10,7,0,0,1,2,1,0
V008776,LE4 3EG,70,11912,21696.6,1.82,21,22,27,12,12,12,8,11,12,2,1
V008781,DA17 5QH,61,2590,9633.2,3.72,20,20,21,12,12,12,0,11,12,2,0
V008782,MK40 1HG,17,115,247.6,2.15,0,17,0,4,4,3,0,2,4,0,0
V008786,CA16 6QR,62,1187,2318.6,1.95,20,19,23,12,12,11,3,11,12,1,0
V008787,CA11 7NH,19,1581,2129.8,1.35,18,1,0,5,4,4,0,2,4,0,0
V008788,WA4 4RL,25,543,2092.8,3.85,0,24,1,4,4,4,5,4,4,0,0
V008789,SE9 6UD,68,6655,14467.6,2.17,20,23,25,12,12,12,6,12,12,0,2
V008791,BR3 3BQ,58,2648,4034.2,1.52,19,18,21,12,12,10,1,11,12,0,0
V008792,M33 2UG,72,7937,20909.0,2.63,23,23,26,12,12,12,7,12,12,2,2
V008802,LE12 9PZ,70,14478,24757.0,1.71,21,21,28,12,12,12,5,12,12,3,2
V008803,E6 1AB,54,439,1689.2,3.85,9,20,25,9,11,9,3,9,9,4,0
V008805,BR2 8NQ,40,871,1475.2,1.69,19,21,0,8,8,8,3,5,8,0,0
V008806,BR6 8AE,67,4118,7557.4,1.84,21,20,26,12,12,12,4,12,12,3,0
V008807,M33 7DZ,71,6930,13658.6,1.97,20,23,28,12,12,12,7,12,12,4,0
V008809,PE12 7DN,75,3550,9143.2,2.58,23,24,28,12,12,12,11,11,12,5,0
V008822,BR6 0RZ,76,11065,31855.2,2.88,22,23,31,12,12,12,8,12,12,4,2
V008823,SO42 7RD,36,821,1429.2,1.74,21,15,0,8,8,8,1,5,6,0,0
V008824,LE2 7AJ,18,95,275.0,2.89,0,18,0,5,5,2,0,2,4,0,0
V008832,GU51 3AF,64,2331,3969.0,1.7,20,19,25,12,12,10,4,12,12,2,0
V008837,LA3 1QF,93,7336,14602.2,1.99,24,34,35,14,18,16,11,12,18,4,0
V008840,HU6 7JG,23,1798,2374.4,1.32,22,0,1,4,5,4,1,4,4,1,0
V008842,BR2 7JE,37,2734,4252.2,1.56,21,14,2,10,7,5,1,6,8,0,0
V008844,M32 0QJ,70,8387,16045.4,1.91,19,24,27,12,12,12,8,11,12,2,1
V008845,BS23 1TN,67,1553,5041.6,3.25,21,22,24,12,12,12,7,10,11,3,0
V008847,GU24 9EX,21,204,594.6,2.91,0,21,0,4,4,4,1,4,4,0,0
V008859,TQ13 9AD,19,168,198.6,1.18,10,9,0,8,7,1,0,0,3,0,0
V008861,BB18 5DY,72,6591,15995.2,2.43,22,21,29,12,12,12,7,12,12,4,1
V008864,OL13 9NR,74,4940,10994.6,2.23,20,26,28,12,12,12,3,10,12,5,3
V008865,HU2 8JQ,147,9543,16586.0,1.74,37,57,53,33,27,21,9,12,35,8,2
V008879,LA7 7PS,2,28,28,1.0,1,0,1,2,0,0,0,0,0,0,0
V008880,CR7 6AR,73,3125,12243.8,3.92,21,24,28,12,12,12,9,12,12,3,1
V008883,W9 1QJ,71,1244,3347.4,2.69,24,24,23,12,12,12,0,10,24,1,0
V008884,SO53 3AP,67,11490,17468.2,1.52,20,21,26,12,12,12,6,11,12,2,0
V008885,YO31 7PB,77,3740,7733.2,2.07,26,25,26,12,12,12,1,12,12,5,0
V008886,SP1 2AA,69,6390,12338.0,1.93,18,23,28,12,12,12,7,10,12,4,0
V008887,SW1V 1AA,49,241,661.2,2.74,12,20,17,12,10,9,1,8,9,0,0
V008888,S43 3UT,19,987,1511.6,1.53,19,0,0,4,4,4,0,3,4,0,0
V008892,SN2 2NT,34,674,883.2,1.31,16,11,7,12,10,6,0,2,4,0,0
V008893,B65 9BA,74,19193,48191.6,2.51,20,23,31,12,12,12,4,12,12,4,4
V008896,CM17 0DU,10,16,31.2,1.95,1,4,5,6,2,0,0,1,1,0,0
V008897,LE15 7RD,24,373,1457.0,3.91,0,23,1,4,4,5,1,4,5,1,0
V008898,HU5 2EJ,111,11503,23711.2,2.06,48,28,35,24,23,17,12,13,17,4,1
V008901,LE16 7RP,15,65,209.8,3.23,0,15,0,3,3,3,0,3,3,0,0
V008909,CA11 8HR,45,885,1225.0,1.38,19,15,11,12,11,6,1,6,9,0,0
V008916,B79 7JS,79,15769,36195.2,2.3,25,25,29,12,12,12,10,13,12,6,2
V008919,TW3 4DH,81,7034,19199.6,2.73,25,25,31,12,12,12,12,12,12,4,1
V008923,B64 5LT,45,756,1849.6,2.45,13,15,17,9,9,8,2,9,8,0,0
V008936,CR7 8LY,71,2191,5959.4,2.72,20,24,27,12,12,12,8,11,12,4,0
V008940,CH46 2QQ,59,947,2641.8,2.79,18,20,21,12,12,12,1,9,12,0,0
V008943,LE4 4ND,70,11126,19796.4,1.78,20,22,28,12,12,12,7,11,12,4,0
V008946,S32 1DP,66,2713,5060.2,1.87,19,20,27,12,12,10,6,11,12,3,0
V008947,S33 6RG,75,7664,12272.8,1.6,21,24,30,12,12,12,10,11,12,4,2
V008948,IG3 8XF,31,482,747.2,1.55,17,10,4,10,7,7,0,1,6,0,0
V008953,SY1 2EJ,55,1387,2683.0,1.93,18,19,18,12,12,12,0,6,12,1,0
V008956,WR11 3LF,53,1149,1586.4,1.38,19,16,18,12,12,7,1,9,11,1,0
V008958,WR11 1JT,55,650,1013.6,1.56,17,17,21,12,12,8,0,4,12,4,0
V008959,WR14 1JE,54,329,647.0,1.97,18,19,17,12,11,10,0,6,12,2,0
V008962,WR11 1BG,24,907,1214.0,1.34,15,8,1,9,6,6,0,0,3,0,0
V008963,LA14 5SL,75,13252,28564.2,2.16,24,24,27,12,12,12,12,12,13,2,0
V008965,GL1 2DB,75,3188,5027.8,1.58,25,24,26,12,12,12,0,9,12,8,0
V008969,WD17 1AA,90,5873,14916.6,2.54,27,30,33,15,24,23,2,11,12,3,0
V008972,NG16 2NB,62,5680,11668.4,2.05,18,21,23,12,12,12,5,9,12,0,0
V008975,NG16 2NH,51,803,1287.6,1.6,14,15,22,12,12,7,1,8,10,0,1
V008978,BB2 6AY,58,1672,2655.8,1.59,20,19,19,12,12,11,4,8,10,1,0
V008991,WD3 3DB,132,8607,23576.2,2.74,39,43,50,16,48,42,3,10,12,0,1
V008995,LE67 3JB,67,9446,16811.4,1.78,19,21,27,12,12,12,4,10,12,4,1
V008998,S80 4DE,119,5360,12369.6,2.31,36,40,43,24,24,24,1,16,23,6,1
V008999,WD19 5BL,45,2585,5501.0,2.13,19,22,4,10,8,8,2,7,8,2,0
V009000,NN11 0XY,54,7498,13641.0,1.82,22,23,9,11,8,8,4,8,8,4,3
V009002,LE12 7RX,64,5127,10193.0,1.99,18,22,24,12,12,11,7,10,12,0,0
V009006,WF1 2QJ,62,1814,4891.8,2.7,22,23,17,12,12,10,0,11,12,0,0
V009007,LE1 7BA,71,11553,23554.6,2.04,20,24,27,12,12,12,9,11,12,1,2
V009010,SK17 6EU,31,1388,1955.6,1.41,21,8,2,10,6,4,1,5,5,0,0
V009012,PE6 7UY,122,6987,11744.4,1.68,37,40,45,24,24,24,0,21,24,5,0
V009013,LE11 3DU,15,382,478.8,1.25,15,0,0,4,4,3,0,0,4,0,0
V009024,LE11 1TQ,77,11237,22131.8,1.97,24,23,30,12,12,12,10,12,12,5,2
V009030,LE4 8EA,12,40,84.8,2.12,8,3,1,4,3,1,0,2,1,1,0
V009038,PO19 6SE,22,63,187,2.97,4,9,9,9,5,3,0,4,0,1,0
V009046,PL4 8NQ,76,4026,8796.6,2.18,26,23,27,12,12,12,0,12,12,6,1
V009049,PO31 7ER,79,691,1589.2,2.3,28,26,25,18,15,15,3,11,12,1,0
V009059,RH16 3BB,38,82,208,2.54,13,13,12,15,12,8,0,3,0,0,0
V009060,GU2 4AX,56,1052,1829.6,1.74,19,21,16,12,12,12,1,8,9,0,0
V009071,SK4 1LW,61,1473,2357.2,1.6,19,19,23,12,12,12,0,7,12,6,0
V009074,PE1 1TN,47,2221,2886.2,1.3,14,15,18,10,11,7,0,5,12,2,0
V009080,BN11 1HE,90,3883,6737.0,1.73,32,29,29,18,16,15,5,13,13,4,1
V009085,LE11 3TT,60,5106,9609.8,1.88,17,20,23,12,12,12,2,9,12,1,0
V009102,WD3 7DJ,62,7836,15420.8,1.97,20,21,21,12,12,12,2,12,12,0,0
V009107,WD17 3AH,71,5535,9800.4,1.77,21,23,27,12,12,12,8,12,12,3,0
V009118,TN37 7AN,75,2663,4673.0,1.75,21,27,27,16,14,12,0,10,21,2,0
V009122,WD18 0QL,73,15847,28083.0,1.77,22,24,27,12,12,12,10,12,12,2,1
V009125,NW11 7RX,122,7035,15905.6,2.26,34,42,46,24,22,22,9,17,22,5,1
V009127,HU10 6AH,55,4128,6183.4,1.5,16,17,22,12,12,11,2,6,12,0,0
V009128,HU13 9AY,31,957,1228.0,1.28,15,9,7,10,9,7,0,0,4,1,0
V009129,TQ2 5YH,60,3230,5686.0,1.76,17,20,23,12,12,12,0,9,12,0,3
V009130,HU12 8JS,67,6136,10951.6,1.78,21,20,26,12,12,12,1,12,12,4,2
V009135,GL7 3AP,28,608,911.6,1.5,18,9,1,9,5,4,0,5,5,0,0
V009136,HU10 7AA,66,5396,8889.8,1.65,20,20,26,12,12,12,2,12,12,4,0
V009137,MK40 3HU,70,4745,8948.6,1.89,22,24,24,12,12,12,10,12,12,0,0
V009138,SN1 4BH,115,28583,50157.0,1.75,35,35,45,24,22,20,13,13,14,6,2
V009139,HU5 5AW,83,1669,3745.4,2.24,38,22,23,17,19,16,0,13,16,2,0
V009141,HU6 8JL,16,431,1257.2,2.92,4,5,7,3,3,3,1,2,3,1,0
V009142,CA1 1EX,78,4444,9014.6,2.03,25,23,30,12,12,12,11,10,12,7,2
V009145,HA2 9TR,102,7371,14044.4,1.91,33,33,36,16,16,12,8,10,36,4,0
V009147,HU17 0DX,49,1300,1804.0,1.39,17,14,18,12,12,9,2,4,10,0,0
V009152,BL9 0DZ,78,8471,21079.6,2.49,24,23,31,12,12,12,11,12,12,4,3
V009169,TF4 3AL,79,2018,4258.0,2.11,26,26,27,16,14,12,0,11,24,2,0
V009177,BD7 3EG,44,126,500.2,3.97,20,20,4,10,5,11,0,8,1,0,0
V009179,TF7 5QZ,101,8397,16918.4,2.01,31,30,40,19,13,13,13,12,24,4,3
V009180,W13 9RL,68,2279,6796.0,2.98,22,22,24,12,12,12,8,12,12,0,0
V009186,SN15 2AJ,16,869,1031.0,1.19,4,6,6,5,4,0,0,0,6,1,0
V009188,WA10 4HA,63,5450,11261.0,2.07,18,20,25,12,12,12,1,10,12,3,1
V009193,SO22 5DF,14,466,672.0,1.44,0,14,0,3,3,0,0,4,4,0,0
V009200,CT3 1AA,38,1528,2178.2,1.43,18,19,1,8,8,8,2,5,6,1,0
V009201,M26 2TQ,85,10583,21823.2,2.06,25,26,34,12,12,12,11,12,12,5,4
V009205,LA14 1XH,132,5044,7774.8,1.54,43,43,46,24,27,13,1,14,36,10,0
V009206,YO42 2AR,32,2276,5431.0,2.39,9,10,13,6,6,6,0,5,6,2,1
V009207,HU1 3JF,84,13525,30217.4,2.23,27,25,32,12,12,12,9,12,18,6,3
V009216,M45 6BF,44,547,907.2,1.66,19,11,14,12,11,7,0,6,8,0,0
V009218,GU23 7LJ,20,120,540.8,4.51,0,19,1,4,5,3,1,4,3,0,0
V009219,GU22 7HS,67,2114,2930.8,1.39,22,23,22,17,14,9,2,2,21,0,0
V009220,DY10 3DL,56,1130,1844.6,1.63,20,15,21,12,12,8,3,10,11,0,0
V009228,OX10 0BW,121,16088,26333.4,1.64,35,41,45,25,24,19,10,17,24,0,2
V009229,CM12 9BX,63,8617,12653.2,1.47,20,21,22,12,12,12,1,12,12,0,2
V009243,PO30 5RS,26,295,978.6,3.32,0,24,2,5,5,5,0,5,4,1,0
V009245,KT22 9HX,34,1331,2457.6,1.85,20,12,2,10,8,5,1,4,6,0,0
V009252,DN11 9HY,63,2849,5084.8,1.78,19,19,25,12,12,11,2,10,12,4,0
V009253,LA4 5NN,61,26040,31609.8,1.21,21,20,20,12,12,10,1,6,12,6,0
V009255,BB5 2RG,65,4857,14278.6,2.94,21,22,22,12,12,12,1,12,12,3,0
V009276,LE8 8AS,69,5882,9703.2,1.65,22,22,25,12,12,12,9,11,12,0,1
V009277,RH1 5RH,40,624,929.2,1.49,10,16,14,12,11,6,0,6,5,0,0
V009284,NW4 3UX,72,5383,10860.2,2.02,22,23,27,12,12,12,9,12,12,3,0
V009285,SY7 9QJ,38,221,407.4,1.84,10,9,19,10,9,7,0,1,8,3,0
V009287,GU21 3LG,48,932,1360.2,1.46,16,18,14,12,12,12,1,5,6,0,0
V009290,ME17 3DF,19,86,224.4,2.61,0,18,1,4,4,4,0,3,4,0,0
V009293,SW12 9HS,64,2508,4832.4,1.93,22,22,20,12,12,12,4,9,11,1,0
V009298,CM8 1BQ,74,5013,11782.6,2.35,22,24,28,12,12,12,10,12,12,4,0
V009300,TD15 2EQ,97,4262,10536.8,2.47,30,34,33,19,15,15,5,12,30,0,1
V009305,CA25 5BL,116,2587,4924.2,1.9,32,40,44,22,21,17,0,13,23,11,0
V009307,WA8 7GD,62,1110,2202.8,1.98,19,20,23,12,12,12,0,8,11,5,0
V009308,SN10 5EQ,11,528,632.8,1.2,3,3,5,4,1,0,0,0,6,0,0
V009311,E12 6AQ,81,6624,20963.4,3.16,26,26,29,15,12,12,12,12,15,0,3
V009312,ST21 6LQ,12,22,103.4,4.7,0,11,1,1,4,0,0,4,3,0,0
V009318,CA28 8JG,36,3417,4076.2,1.19,15,9,12,7,6,0,3,0,12,8,0
V009326,BL1 1SQ,62,1132,3027.8,2.67,20,21,21,12,11,11,0,8,11,7,0
V009337,NG5 3AG,15,49,129.2,2.64,0,15,0,2,3,4,0,2,4,0,0
V009341,BN16 3EY,39,348,573.8,1.65,13,8,18,12,9,2,1,5,9,1,0
V009349,LN11 0EU,62,2506,4632.2,1.85,19,20,23,12,12,12,0,8,12,6,0
V009371,WV10 9QU,51,3985,6506.2,1.63,21,20,10,10,10,10,1,8,8,4,0
V009379,DE72 3DU,67,5110,9238.2,1.81,21,18,28,12,12,12,2,11,10,6,2
V009386,TF9 2JL,21,273,768.2,2.81,0,21,0,4,4,4,0,4,4,0,0
V009388,CB2 2EU,26,73,440.0,6.03,0,9,17,4,4,4,0,6,2,3,2
V009395,WR14 1AJ,123,9123,20027.6,2.2,39,43,41,25,23,22,7,18,22,6,0
V009396,WR9 8AQ,75,9414,15910.0,1.69,22,22,31,12,12,12,9,11,12,4,3
V009401,SE22 8BQ,48,945,4739.6,5.02,14,18,16,12,5,12,0,12,6,1,0
V009403,HU9 5LS,22,1100,3348.8,3.04,0,21,1,4,4,4,1,4,5,0,0
V009405,DE14 1EG,59,7094,10610.4,1.5,17,20,22,12,12,12,2,8,12,1,0
V009418,SP8 4FA,38,2376,3068.0,1.29,20,14,4,11,9,5,3,2,7,1,0
V009421,CW11 1EQ,28,608,1612.2,2.65,3,12,13,8,11,8,0,0,1,0,0
V009423,KT18 5NU,48,584,965.6,1.65,13,17,18,12,12,10,0,5,7,2,0
V009427,LS9 6NQ,77,2186,5457.8,2.5,23,26,28,14,12,12,3,11,21,4,0
V009436,OL4 5SR,69,8057,15704.6,1.95,22,21,26,12,12,12,5,12,12,2,2
V009437,KT22 8SD,33,550,745.2,1.35,14,10,9,12,10,8,1,1,1,0,0
V009438,EN3 4DZ,78,10377,24804.4,2.39,23,24,31,12,12,12,11,12,12,3,3
V009441,HP18 0TL,22,343,1075.8,3.14,0,21,1,4,4,4,0,4,4,1,0
V009442,MK4 4DA,17,70,262.4,3.75,0,16,1,4,4,3,0,2,3,1,0
V009445,PE27 5BZ,34,1331,1633.2,1.23,16,9,9,12,11,4,0,1,5,0,1
V009453,WR1 3DB,69,1795,2723.8,1.52,20,25,24,13,13,11,0,7,18,2,0
V009456,B61 0BB,1,1,5,5.0,0,1,0,0,0,1,0,0,0,0,0
V009458,WR11 8TZ,30,454,1355.2,2.99,0,26,4,5,4,4,4,4,4,3,0
V009459,B97 6QS,15,133,335.4,2.52,0,14,1,2,4,2,0,2,4,1,0
V009461,B97 4BD,13,155,187.8,1.21,5,4,4,2,2,0,0,0,9,0,0
V009480,HU19 2QB,69,4417,8727.6,1.98,20,22,27,13,14,9,6,12,12,3,0
V009482,BD21 1SA,64,8294,16500.0,1.99,19,21,24,12,12,12,1,11,12,2,2
V009490,SE18 6QW,68,5908,15597.2,2.64,21,23,24,12,12,12,6,12,12,2,0
V009513,YO41 1PS,31,209,656.4,3.14,0,29,2,4,5,5,1,5,5,2,0
V009525,TF1 6TF,5,23,71,3.09,5,0,0,0,2,3,0,0,0,0,0
V009538,OL12 9DP,24,236,667.4,2.83,0,21,3,4,5,4,1,4,4,2,0
V009555,NN17 2UW,26,940,2852,3.03,4,9,13,7,10,8,1,0,0,0,0
V009556,CW7 1AT,73,791,1748.8,2.21,28,23,22,21,18,14,0,6,14,0,0
V009567,CW2 7HT,74,19812,40056.6,2.02,24,21,29,12,12,12,9,12,12,3,2
V009568,BL1 8DT,92,5697,13778.4,2.42,27,31,34,20,24,22,0,10,14,1,0
V009576,BA14 8TJ,67,10218,17555.6,1.72,20,20,27,12,12,12,3,12,12,4,0
V009579,S2 3DU,103,10150,20431.8,2.01,27,34,42,18,18,16,8,12,24,4,3
V009584,TR1 2UE,73,6427,16112.2,2.51,20,24,29,12,12,12,8,12,12,4,1
V009596,GU28 0BE,17,332,385.2,1.16,11,4,2,9,5,1,0,0,2,0,0
V009611,EN6 1BB,71,6351,14665.8,2.31,21,22,28,12,12,12,5,12,12,2,4
V009612,MK40 1QE,128,5205,15435.8,2.97,35,42,51,24,24,24,7,18,24,7,0
V009661,W8 6SU,62,1253,5919.0,4.72,20,20,22,12,12,12,0,12,12,0,2
V009670,CV10 7DJ,81,3701,8953.0,2.42,27,25,29,12,12,12,4,11,12,6,0
V009691,TR15 2QB,63,2274,6560.6,2.89,18,21,24,12,12,12,3,11,11,2,0
V009703,E16 1LQ,70,5105,10258.2,2.01,23,25,22,12,12,12,7,8,12,0,0
V009738,HA2 6ED,87,9458,25950.8,2.74,28,28,31,13,14,12,8,12,27,1,0
V009785,PE28 3EG,60,2726,4270.2,1.57,17,21,22,12,12,11,4,9,12,0,0
V009789,BS5 0UA,33,4748,5705.4,1.2,12,10,11,10,8,2,0,0,12,1,0
V009790,BA2 5RP,76,5107,8153.0,1.6,22,24,30,12,12,12,2,9,12,8,1
V009809,M20 4BA,68,4477,8101.6,1.81,21,21,26,12,12,12,4,9,12,3,3
V009815,TS18 1HX,66,1918,4160.2,2.17,21,22,23,14,12,12,2,9,12,3,0
V009821,DT1 2JY,126,5072,10365.2,2.04,41,42,43,24,24,23,1,21,21,4,2
V009831,ST5 6PL,63,2598,6447.0,2.48,18,18,27,12,12,9,0,10,12,4,4
V009833,NR1 3HP,39,354,566.0,1.6,16,12,11,11,11,3,0,5,9,0,0
V009849,RH4 1RY,20,664,788.0,1.19,15,5,0,8,5,3,0,0,4,0,0
V009885,WD17 3EW,73,2971,5728.8,1.93,23,25,25,12,12,12,1,10,12,3,0
V009893,DY11 6LD,102,12327,18237.6,1.48,44,24,34,24,19,17,6,11,19,3,3
V009905,MK14 6BL,79,18650,36672.6,1.97,24,25,30,12,12,12,12,12,12,4,1
V009913,ST1 2BN,62,9222,15061.6,1.63,18,21,23,12,12,12,2,10,12,2,0
V009929,PE11 4NJ,60,10778,16662.4,1.55,18,20,22,12,12,12,1,9,12,2,0
V009942,BA12 6EW,66,5136,9619.0,1.87,19,21,26,12,12,12,6,10,12,1,1
V009952,OL14 5AA,79,9318,18198.4,1.95,22,25,32,12,12,12,11,11,12,4,3
V009976,DY8 1TS,43,745,1266.2,1.7,20,16,7,11,9,7,1,5,10,0,0
V009984,WV9 5NJ,5,14,13.8,0.99,2,2,1,2,0,0,0,0,2,1,0
V009988,SW2 5XF,21,345,731.6,2.12,0,21,0,4,4,4,0,4,4,0,0
V009999,S70 1LP,4,6,8,1.33,1,2,1,3,1,0,0,0,0,0,0
V010004,SN1 3RW,25,859,2782,3.24,1,11,13,7,9,8,0,0,0,1,0
V010011,DN22 6ES,73,6865,12520.2,1.82,21,21,31,12,12,12,6,12,12,4,0
V010017,HP5 1EZ,46,433,695.2,1.61,15,13,18,12,11,6,0,5,11,1,0
V010024,KT2 7QB,13,397,446.2,1.12,4,4,5,1,0,0,0,0,12,0,0
V010029,WV4 6ED,20,109,181.6,1.67,8,6,6,8,5,2,0,2,2,0,0
